location,transaction_count,total_amount,fraud_count
Meaganside,1,2194.91,0
North Leonard,2,4505.44,0
Juanfurt,1,129.94,0
North Kaitlynborough,2,80.60,0
Stephensonburgh,3,260.73,0
Harperview,1,2931.57,0
Sharonfurt,2,949.41,0
Hawkinsside,1,86.02,0
East Michaelberg,2,150.97,0
Port Dawn,4,808.59,0
West Ronald,1,7500.48,1
East Laura,6,1907.58,1
South Elizabethberg,2,946.29,2
Tinafurt,1,2277.92,0
Lake Lawrence,1,274.80,0
Lake Matthew,1,353.01,0
Lake Kelseyville,1,76.78,0
Port Lisa,9,1384.87,1
Thompsontown,3,1208.39,0
Sextontown,1,63.61,0
North Melissaborough,1,424.03,1
South Kimberlyville,1,102.17,0
East Jessicaberg,2,231.48,0
Port Catherine,5,2141.03,0
Youngburgh,1,10.26,1
West Sandra,3,6848.74,0
Wilsonhaven,3,20031.42,3
New Isaiah,1,3078.12,0
Barbaraport,1,17.76,0
West Corey,1,104.14,0
Scottchester,1,49.19,0
East Jeffhaven,1,316.15,1
Lake Johntown,1,2567.27,0
West Gabrielle,1,131.35,0
Reeseborough,1,241.06,0
Wendymouth,2,34.95,0
South Raymond,4,3149.55,0
Port Austin,1,407.43,0
Maxwellfort,1,70.45,0
Tatebury,1,164.86,0
Lake Jennifer,9,6218.21,0
Chaneychester,2,320.78,0
Cobbberg,2,495.97,0
West Willie,9,748.33,0
Allenton,5,327.93,0
Lake Angelaburgh,4,1065.74,0
Hoodmouth,2,285.43,0
Susanberg,1,68.54,1
Phillipsberg,1,413.23,0
Charlestown,1,80.46,1
Meyersview,1,70.38,1
Davidmouth,11,3930.40,3
Port Saraville,1,8438.56,1
Simpsonton,1,673.73,0
East Jeffberg,6,931.03,0
East Katrinaport,1,50.41,1
East Aaron,1,938.13,1
North Samuel,1,331.57,0
Lake Danielstad,1,103.08,0
Lake Jerry,1,555.50,1
East Craig,2,12500.36,1
Ethantown,3,463.51,0
North Shelby,2,214.94,0
Gutierrezshire,4,1678.22,0
Tonyaside,2,42.34,0
Andersontown,1,77.82,0
Wilsonville,1,94.62,0
Port Jared,1,117.23,0
Glasston,2,433.07,0
Vargasside,2,5706.10,0
Meganton,2,227.71,0
Kendrastad,1,230.34,0
Port Jamesshire,1,528.36,0
Lake Meganberg,1,209.32,0
Michaelside,1,312.98,0
Christinetown,2,148.84,2
Danielleburgh,3,860.49,0
Port Richard,1,64.15,1
West Kimberly,9,9553.85,0
Jacobfurt,2,70.23,0
East Justinfort,1,37.38,0
Johnsonburgh,6,1176.03,1
Edwinshire,2,2754.83,0
Lake Harold,1,420.29,1
Apriltown,3,570.92,0
Port Tiffanyfort,4,276.35,0
Priceborough,3,532.40,0
Annland,1,81.31,0
Boyleland,1,48.45,0
New Jonathanburgh,1,31.53,0
South Jordanview,1,578.68,0
Port Ronald,1,5266.55,1
West Lisaland,2,1001.00,0
West Justin,1,34.15,0
Petersshire,1,82.94,0
Mariestad,2,179.95,2
New Jessica,2,1137.99,2
South Matthew,1,406.63,0
Singhborough,1,5471.77,1
Sheilaton,1,8792.76,1
Contreraston,1,57.74,1
Theresaburgh,1,434.57,0
Taylorberg,1,389.59,0
Sharonstad,2,477.03,0
Nealshire,1,40.85,0
New Amyberg,1,1235.93,1
East Leslie,1,437.31,0
East Bonnie,5,5380.80,0
